timer,CdA,speed,power,heartrate,cadence
4029221,0.3168374186220170,615.6271428571430,164,128,67
4029221,0.3168374186220170,615.6271428571430,164,128,67
4029688,0.31025816876498400,615.6271428571430,129,128,68
4029688,0.31025816876498400,615.6271428571430,129,128,68
4030488,0.31071526756170700,631.6957142857140,138,127,69
4030488,0.31071526756170700,631.6957142857140,138,127,69
4032004,0.3073696437548710,636.7171428571430,169,127,71
4032004,0.3073696437548710,636.7171428571430,169,127,71
4032688,0.30227152256605600,639.73,150,126,69
4032688,0.30227152256605600,639.73,150,126,69
4033954,0.298568683806006,642.7428571428570,191,126,71
4033954,0.298568683806006,642.7428571428570,191,126,71
4035205,0.30460414539179700,656.8028571428570,173,125,72
4035205,0.30460414539179700,656.8028571428570,173,125,72
4035538,0.30523781263185200,663.832857142857,186,125,73
4035538,0.30523781263185200,663.832857142857,186,125,73
4036471,0.31248938478181800,666.8457142857140,146,125,71
4036471,0.31248938478181800,666.8457142857140,146,125,71
4037271,0.30843653155979000,666.8457142857140,141,124,73
4037271,0.30843653155979000,666.8457142857140,141,124,73
4037955,0.30231744816603300,666.8457142857140,190,124,73
4037955,0.30231744816603300,666.8457142857140,190,124,73
4039221,0.31516687816405100,672.8714285714290,215,124,75
4039221,0.31516687816405100,672.8714285714290,215,124,75
4039788,0.32223448867127800,685.9271428571430,213,124,73
4039788,0.32223448867127800,685.9271428571430,213,124,73
4040471,0.30736286015072400,685.9271428571430,178,124,78
4040471,0.30736286015072400,685.9271428571430,178,124,78
4041756,0.30486734565251600,683.9185714285710,70,123,72
4041756,0.30486734565251600,683.9185714285710,70,123,72
4044738,0.3099290264089240,592.5285714285710,70,122,72
4044738,0.3099290264089240,592.5285714285710,70,122,72
4045205,0.3272345494618510,592.5285714285710,70,123,72
4045205,0.3272345494618510,592.5285714285710,70,123,72
4045672,0.31642602955145400,452.93285714285700,70,123,72
4045672,0.31642602955145400,452.93285714285700,70,123,72
4046022,0.3349341204221770,452.93285714285700,0,123,0
4046022,0.3349341204221770,452.93285714285700,0,123,0
4046722,0.3320112312632420,320.3671428571430,0,123,0
4046722,0.3320112312632420,320.3671428571430,0,123,0
4047172,0.3612574004986560,320.3671428571430,0,123,0
4047172,0.3612574004986560,320.3671428571430,0,123,0
4047755,0.3651675920651520,263.12285714285700,0,123,0
4047755,0.3651675920651520,263.12285714285700,0,123,0
4050772,0.3755331208381860,172.73714285714300,0,121,0
4050772,0.3755331208381860,172.73714285714300,0,121,0
4050989,0.37627592868331300,172.73714285714300,0,121,0
4050989,0.37627592868331300,172.73714285714300,0,121,0
4053505,0.40974162840143300,102.43714285714300,0,120,0
4053505,0.40974162840143300,102.43714285714300,0,120,0
4054772,0.41892909884042000,125.53571428571400,0,119,0
4054772,0.41892909884042000,125.53571428571400,0,119,0
4055222,0.4202287481119780,125.53571428571400,0,118,0
4055222,0.4202287481119780,125.53571428571400,0,118,0
4058239,0.4082898781266360,0.0,0,117,0
4058239,0.4082898781266360,0.0,0,117,0
4058472,0.4229348288859520,0.0,0,117,0
4058472,0.4229348288859520,0.0,0,117,0
4058939,0.42745558691903800,0.0,0,117,0
4058939,0.42745558691903800,0.0,0,117,0
4060689,0.4255720912131180,0.0,0,116,0
4060689,0.4255720912131180,0.0,0,116,0
4060922,0.42546803840863700,0.0,0,116,0
4060922,0.42546803840863700,0.0,0,116,0
4063239,0.42561168529236600,0.0,0,116,0
4063239,0.42561168529236600,0.0,0,116,0
4066239,0.4203598430820180,0.0,0,116,0
4066239,0.4203598430820180,0.0,0,116,0
4066706,0.4295916400591650,0.0,0,116,0
4066706,0.4295916400591650,0.0,0,116,0
4066926,0.43436964474118200,0.0,0,116,0
4066926,0.43436964474118200,0.0,0,116,0
4068206,0.43445794444585500,147.63,0,115,0
4068206,0.43445794444585500,147.63,0,115,0
4071158,0.42544354199679000,291.24285714285700,0,115,0
4071158,0.42544354199679000,291.24285714285700,0,115,0
4071973,0.41692059291945800,291.24285714285700,0,115,0
4071973,0.41692059291945800,291.24285714285700,0,115,0
4072440,0.4100520188157440,439.8771428571430,227,114,49
4072440,0.4100520188157440,439.8771428571430,227,114,49
4074156,0.37976007884014100,496.1171428571430,178,114,54
4074156,0.37976007884014100,496.1171428571430,178,114,54
4075440,0.3835628278679240,553.3614285714290,124,114,67
4075440,0.3835628278679240,553.3614285714290,124,114,67
4076707,0.3808050724911780,572.4428571428570,118,114,71
4076707,0.3808050724911780,572.4428571428570,118,114,71
4077173,0.36525926039405300,572.4428571428570,131,114,75
4077173,0.36525926039405300,572.4428571428570,131,114,75
4077990,0.35882153452327300,598.5542857142860,118,114,76
4077990,0.35882153452327300,598.5542857142860,118,114,76
4078690,0.34403773089745200,621.6528571428570,92,114,79
4078690,0.34403773089745200,621.6528571428570,92,114,79
4079490,0.34392403802448700,641.7385714285710,72,114,80
4079490,0.34392403802448700,641.7385714285710,72,114,80
4080657,0.35021112849433500,669.8585714285710,67,113,83
4080657,0.35021112849433500,669.8585714285710,67,113,83
4081907,0.3384474370937600,690.9485714285710,103,113,88
4081907,0.3384474370937600,690.9485714285710,103,113,88
4082373,0.3397032236548720,690.9485714285710,115,113,87
4082373,0.3397032236548720,690.9485714285710,115,113,87
4083173,0.34880147359282700,712.0385714285710,126,113,81
4083173,0.34880147359282700,712.0385714285710,126,113,81
4083640,0.34454739773637300,731.12,98,113,79
4083640,0.34454739773637300,731.12,98,113,79
4085392,0.33744234462720600,750.2014285714290,101,113,82
4085392,0.33744234462720600,750.2014285714290,101,113,82
4086673,0.3373744946620290,773.3,95,113,84
4086673,0.3373744946620290,773.3,95,113,84
4087940,0.3036135943789210,790.3728571428570,77,113,86
4087940,0.3036135943789210,790.3728571428570,77,113,86
4089107,0.32989752930575600,804.4328571428570,80,113,88
4089107,0.32989752930575600,804.4328571428570,80,113,88
4089907,0.3251972332207630,818.4928571428570,84,113,90
4089907,0.3251972332207630,818.4928571428570,84,113,90
4090707,0.33079224608941800,829.54,103,112,92
4090707,0.33079224608941800,829.54,103,112,92
4091174,0.30330033472234000,829.54,94,112,90
4091174,0.30330033472234000,829.54,94,112,90
4091874,0.3003513528216420,845.6085714285710,81,112,93
4091874,0.3003513528216420,845.6085714285710,81,112,93
4092441,0.2980385988718910,845.6085714285710,97,112,95
4092441,0.2980385988718910,845.6085714285710,97,112,95
4093124,0.2931634912918610,867.702857142857,99,112,87
4093124,0.2931634912918610,867.702857142857,99,112,87
4094391,0.2785770845966500,889.7971428571430,90,112,92
4094391,0.2785770845966500,889.7971428571430,90,112,92
4095907,0.28416494907073300,919.9257142857140,91,112,94
4095907,0.28416494907073300,919.9257142857140,91,112,94
4098907,0.3048363591209770,936.9985714285710,91,112,94
4098907,0.3048363591209770,936.9985714285710,91,112,94
4099357,0.33069779535143800,936.9985714285710,0,112,0
4099357,0.33069779535143800,936.9985714285710,0,112,0
4102474,0.32086795488386100,922.9385714285710,0,112,0
4102474,0.32086795488386100,922.9385714285710,0,112,0
4102708,0.2910345081755080,922.9385714285710,0,112,0
4102708,0.2910345081755080,922.9385714285710,0,112,0
4103858,0.2712284304333950,902.852857142857,0,111,0
4103858,0.2712284304333950,902.852857142857,0,111,0
4105141,0.29316948439476500,891.8057142857140,0,111,0
4105141,0.29316948439476500,891.8057142857140,0,111,0
4106641,0.18478221340771900,881.7628571428570,0,111,0
4106641,0.18478221340771900,881.7628571428570,0,111,0
4108841,0.1477330719783420,871.7200000000000,0,111,0
4108841,0.1477330719783420,871.7200000000000,0,111,0
4111391,0.14636056597964300,859.6685714285710,0,110,0
4111391,0.14636056597964300,859.6685714285710,0,110,0
4113925,0.1349395038065330,862.6814285714290,0,110,0
4113925,0.1349395038065330,862.6814285714290,0,110,0
4114392,0.11728897340224900,870.7157142857140,0,110,0
4114392,0.11728897340224900,870.7157142857140,0,110,0
4115092,0.11489675987772500,880.7585714285710,0,110,0
4115092,0.11489675987772500,880.7585714285710,0,110,0
4115325,0.11166580000383600,880.7585714285710,0,110,0
4115325,0.11166580000383600,880.7585714285710,0,110,0
4115675,0.13269775827149600,880.7585714285710,0,110,0
4115675,0.13269775827149600,880.7585714285710,0,110,0
4116358,0.1467032215050690,893.8142857142860,109,109,96
4116358,0.1467032215050690,893.8142857142860,109,109,96
4116825,0.14767926855268800,893.8142857142860,94,109,94
4116825,0.14767926855268800,893.8142857142860,94,109,94
4117625,0.1508421172602490,917.9171428571430,98,109,94
4117625,0.1508421172602490,917.9171428571430,98,109,94
4118192,0.1636115354882520,917.9171428571430,95,109,94
4118192,0.1636115354882520,917.9171428571430,95,109,94
4119225,0.17959469896084800,934.9900000000000,82,109,96
4119225,0.17959469896084800,934.9900000000000,82,109,96
4119925,0.1765131882442440,950.0542857142860,86,109,99
4119925,0.1765131882442440,950.0542857142860,86,109,99
4121192,0.17668243528842400,962.1057142857140,77,109,97
4121192,0.17668243528842400,962.1057142857140,77,109,97
4121658,0.17936622117679500,969.1357142857140,84,109,99
4121658,0.17936622117679500,969.1357142857140,84,109,99
4122342,0.181223547864269,974.1571428571430,82,109,98
4122342,0.181223547864269,974.1571428571430,82,109,98
4125142,0.17779690943872900,968.1314285714290,20,108,24
4125142,0.17779690943872900,968.1314285714290,20,108,24
4126892,0.16973060082067300,930.972857142857,3,108,61
4126892,0.16973060082067300,930.972857142857,3,108,61
4128859,0.17724934373162000,887.7885714285710,6,108,59
4128859,0.17724934373162000,887.7885714285710,6,108,59
4131876,0.17589426347833200,852.6385714285710,6,107,59
4131876,0.17589426347833200,852.6385714285710,6,107,59
4132342,0.1941823187378640,852.6385714285710,0,106,0
4132342,0.1941823187378640,852.6385714285710,0,106,0
4132909,0.19835690805626800,842.5957142857140,0,106,0
4132909,0.19835690805626800,842.5957142857140,0,106,0
4133609,0.21145487878540800,840.5871428571430,0,106,0
4133609,0.21145487878540800,840.5871428571430,0,106,0
4133826,0.21627954659272600,840.5871428571430,0,106,0
4133826,0.21627954659272600,840.5871428571430,0,106,0
4134859,0.2112023940346350,808.4500000000000,114,105,85
4134859,0.2112023940346350,808.4500000000000,114,105,85
4135659,0.23831952145633800,808.4500000000000,218,105,84
4135659,0.23831952145633800,808.4500000000000,218,105,84
4136343,0.2386339670191450,816.4842857142860,230,105,83
4136343,0.2386339670191450,816.4842857142860,230,105,83
4136559,0.24274136382991200,816.4842857142860,230,105,83
4136559,0.24274136382991200,816.4842857142860,230,105,83
4137609,0.24447897242450100,823.5142857142860,198,105,83
4137609,0.24447897242450100,823.5142857142860,198,105,83
4138076,0.25548153039959800,834.5614285714290,221,105,86
4138076,0.25548153039959800,834.5614285714290,221,105,86
4139359,0.25184546539758400,849.6257142857140,197,105,88
4139359,0.25184546539758400,849.6257142857140,197,105,88
4140059,0.25270089979599700,865.6942857142860,187,106,87
4140059,0.25270089979599700,865.6942857142860,187,106,87
4141559,0.25043155191311600,870.7157142857140,192,107,89
4141559,0.25043155191311600,870.7157142857140,192,107,89
4142359,0.24957840920439200,878.75,185,107,89
4142359,0.24957840920439200,878.75,185,107,89
4143627,0.25315814355098500,884.7757142857140,168,107,91
4143627,0.25315814355098500,884.7757142857140,168,107,91
4144093,0.2590701586292090,886.7842857142860,155,108,86
4144093,0.2590701586292090,886.7842857142860,155,108,86
4144894,0.25544179623591800,886.7842857142860,156,108,92
4144894,0.25544179623591800,886.7842857142860,156,108,92
4146060,0.251519985435938,890.8014285714290,153,108,90
4146060,0.251519985435938,890.8014285714290,153,108,90
4146860,0.25000394059053900,895.8228571428570,143,108,90
4146860,0.25000394059053900,895.8228571428570,143,108,90
4147560,0.24792488910783600,895.8228571428570,152,109,92
4147560,0.24792488910783600,895.8228571428570,152,109,92
4149376,0.25379473530703700,902.852857142857,154,109,92
4149376,0.25379473530703700,902.852857142857,154,109,92
4150076,0.2451339397751480,896.8271428571430,162,110,91
4150076,0.2451339397751480,896.8271428571430,162,110,91
4150626,0.2642449844387220,896.8271428571430,173,110,92
4150626,0.2642449844387220,896.8271428571430,173,110,92
4151443,0.264611664598839,899.8400000000000,153,111,91
4151443,0.264611664598839,899.8400000000000,153,111,91
4152843,0.2654116834845900,902.852857142857,155,111,90
4152843,0.2654116834845900,902.852857142857,155,111,90
4153527,0.27747002147746300,904.8614285714290,173,111,96
4153527,0.27747002147746300,904.8614285714290,173,111,96
4153860,0.2693784398624430,904.8614285714290,181,111,90
4153860,0.2693784398624430,904.8614285714290,181,111,90
4154777,0.2614118553487990,900.8442857142860,172,110,93
4154777,0.2614118553487990,900.8442857142860,172,110,93
4155360,0.26270173748384800,900.8442857142860,174,110,91
4155360,0.26270173748384800,900.8442857142860,174,110,91
4156043,0.26204895480612700,898.8357142857140,157,110,92
4156043,0.26204895480612700,898.8357142857140,157,110,92
4156610,0.25557020180888400,898.8357142857140,162,109,90
4156610,0.25557020180888400,898.8357142857140,162,109,90
4157643,0.25405747860803200,893.8142857142860,178,109,91
4157643,0.25405747860803200,893.8142857142860,178,109,91
4158810,0.25271881701367900,891.8057142857140,165,110,90
4158810,0.25271881701367900,891.8057142857140,165,110,90
4159360,0.25351917625998000,893.8142857142860,165,110,92
4159360,0.25351917625998000,893.8142857142860,165,110,92
4160396,0.25255420460820300,896.8271428571430,152,110,90
4160396,0.25255420460820300,896.8271428571430,152,110,90
4160627,0.2611274803129270,896.8271428571430,138,110,92
4160627,0.2611274803129270,896.8271428571430,138,110,92
4161327,0.2601607848662570,898.8357142857140,131,110,92
4161327,0.2601607848662570,898.8357142857140,131,110,92
4161777,0.2597448272809360,898.8357142857140,129,110,90
4161777,0.2597448272809360,898.8357142857140,129,110,90
4162577,0.261029620229712,900.8442857142860,140,110,93
4162577,0.261029620229712,900.8442857142860,140,110,93
4163160,0.2572260988935210,900.8442857142860,145,110,91
4163160,0.2572260988935210,900.8442857142860,145,110,91
4164094,0.2616532667598470,904.8614285714290,137,110,93
4164094,0.2616532667598470,904.8614285714290,137,110,93
4164794,0.26577766577124900,907.8742857142860,145,110,92
4164794,0.26577766577124900,907.8742857142860,145,110,92
4165027,0.2598669674494430,907.8742857142860,124,110,92
4165027,0.2598669674494430,907.8742857142860,124,110,92
4166060,0.2550437634581900,907.8742857142860,135,110,92
4166060,0.2550437634581900,907.8742857142860,135,110,92
4166627,0.25402953489558700,907.8742857142860,141,110,92
4166627,0.25402953489558700,907.8742857142860,141,110,92
4167327,0.24739658849248600,909.8828571428570,140,110,93
4167327,0.24739658849248600,909.8828571428570,140,110,93
4167561,0.24498251801645600,909.8828571428570,148,110,93
4167561,0.24498251801645600,909.8828571428570,148,110,93
4168594,0.24435530647456800,911.8914285714290,131,110,92
4168594,0.24435530647456800,911.8914285714290,131,110,92
4168811,0.24270310508395000,911.8914285714290,145,110,95
4168811,0.24270310508395000,911.8914285714290,145,110,95
4170095,0.24212125178091200,915.9085714285710,127,111,91
4170095,0.24212125178091200,915.9085714285710,127,111,91
4170327,0.24256640943762400,915.9085714285710,135,113,93
4170327,0.24256640943762400,915.9085714285710,135,113,93
4171494,0.24208005478946800,916.9128571428570,137,113,98
4171494,0.24208005478946800,916.9128571428570,137,113,98
4171594,0.24750574456833100,917.9171428571430,128,114,89
4171594,0.24750574456833100,917.9171428571430,128,114,89
4172528,0.25465485972275000,919.9257142857140,146,115,93
4172528,0.25465485972275000,919.9257142857140,146,115,93
4173111,0.2509788057810000,919.9257142857140,130,116,94
4173111,0.2509788057810000,919.9257142857140,130,116,94
4173811,0.24926185457292000,925.9514285714290,124,116,94
4173811,0.24926185457292000,925.9514285714290,124,116,94
4174028,0.25040348755670300,925.9514285714290,127,117,95
4174028,0.25040348755670300,925.9514285714290,127,117,95
4175294,0.24498509342861200,930.972857142857,123,117,94
4175294,0.24498509342861200,930.972857142857,123,117,94
4176328,0.24103256778204600,934.9900000000000,111,118,97
4176328,0.24103256778204600,934.9900000000000,111,118,97
4177261,0.2418634675399800,943.0242857142860,137,118,96
4177261,0.2418634675399800,943.0242857142860,137,118,96
4177828,0.23370587000021200,948.0457142857140,138,118,97
4177828,0.23370587000021200,948.0457142857140,138,118,97
4178511,0.2384214867126090,948.0457142857140,128,118,95
4178511,0.2384214867126090,948.0457142857140,128,118,95
4179094,0.242481954081681,949.05,140,118,97
4179094,0.242481954081681,949.05,140,118,97
4179795,0.24607610865765500,945.0328571428570,153,117,97
4179795,0.24607610865765500,945.0328571428570,153,117,97
4180611,0.25251286187183600,945.0328571428570,140,117,96
4180611,0.25251286187183600,945.0328571428570,140,117,96
4181311,0.2561592400269080,945.0328571428570,135,117,95
4181311,0.2561592400269080,945.0328571428570,135,117,95
4181528,0.2577081705866790,945.0328571428570,167,117,96
4181528,0.2577081705866790,945.0328571428570,167,117,96
4182578,0.25490701587531000,943.0242857142860,180,116,96
4182578,0.25490701587531000,943.0242857142860,180,116,96
4182811,0.2545171128581010,950.0542857142860,150,116,96
4182811,0.2545171128581010,950.0542857142860,150,116,96
4183861,0.2522047340800370,950.0542857142860,146,115,96
4183861,0.2522047340800370,950.0542857142860,146,115,96
4184311,0.2521142724941910,953.0671428571430,163,114,98
4184311,0.2521142724941910,953.0671428571430,163,114,98
4185011,0.2521142724941910,956.0800000000000,131,112,96
4185011,0.2521142724941910,956.0800000000000,131,112,96
4185345,0.24385323904327200,956.0800000000000,130,112,97
4185345,0.24385323904327200,956.0800000000000,130,112,97
4186478,0.24385323904327200,950.0542857142860,128,112,96
4186478,0.24385323904327200,950.0542857142860,128,112,96
4187278,0.23871984840387400,948.0457142857140,155,111,98
4187278,0.23871984840387400,948.0457142857140,155,111,98
4190245,0.2345876242997230,951.0585714285710,155,110,97
4190245,0.2345876242997230,951.0585714285710,155,110,97
4191045,0.23763103222777400,960.0971428571430,137,109,95
4191045,0.23763103222777400,960.0971428571430,137,109,95
4191278,0.24348979846142100,960.0971428571430,140,109,98
4191278,0.24348979846142100,960.0971428571430,140,109,98
4192562,0.24125906220366200,963.1100000000000,137,111,99
4192562,0.24125906220366200,963.1100000000000,137,111,99
4194078,0.24202934911374500,969.1357142857140,152,111,99
4194078,0.24202934911374500,969.1357142857140,152,111,99
4194312,0.23446439306173100,969.1357142857140,155,110,104
4194312,0.23446439306173100,969.1357142857140,155,110,104
4195012,0.23598531443729500,972.1485714285710,143,110,88
4195012,0.23598531443729500,972.1485714285710,143,110,88
4196262,0.23420759343051400,977.17,157,110,92
4196262,0.23420759343051400,977.17,157,110,92
4197762,0.2337941918885350,980.1828571428570,162,110,93
4197762,0.2337941918885350,980.1828571428570,162,110,93
4198562,0.23788573488906200,981.1871428571430,149,110,92
4198562,0.23788573488906200,981.1871428571430,149,110,92
4199712,0.2359129345723800,980.1828571428570,173,110,93
4199712,0.2359129345723800,980.1828571428570,173,110,93
4200280,0.23715997580146100,983.1957142857140,168,110,92
4200280,0.23715997580146100,983.1957142857140,168,110,92
4200979,0.23120011953197800,983.1957142857140,131,110,91
4200979,0.23120011953197800,983.1957142857140,131,110,91
4201564,0.22561448471950800,983.1957142857140,155,110,95
4201564,0.22561448471950800,983.1957142857140,155,110,95
4202262,0.21469765732609900,980.1828571428570,140,110,91
4202262,0.21469765732609900,980.1828571428570,140,110,91
4202962,0.21222178460259600,980.1828571428570,139,111,94
4202962,0.21222178460259600,980.1828571428570,139,111,94
4203762,0.21483390878656100,978.1742857142860,146,112,93
4203762,0.21483390878656100,978.1742857142860,146,112,93
4203979,0.2209307597512490,978.1742857142860,151,112,93
4203979,0.2209307597512490,978.1742857142860,151,112,93
4205029,0.2209307597512490,979.1785714285710,151,112,92
4205029,0.2209307597512490,979.1785714285710,151,112,92
4205263,0.22414613555929200,979.1785714285710,152,112,93
4205263,0.22414613555929200,979.1785714285710,152,112,93
4206313,0.22681062719277500,978.1742857142860,171,112,92
4206313,0.22681062719277500,978.1742857142860,171,112,92
4206779,0.23144390151514400,983.1957142857140,164,112,92
4206779,0.23144390151514400,983.1957142857140,164,112,92
4207479,0.23144390151514400,983.1957142857140,141,112,95
4207479,0.23144390151514400,983.1957142857140,141,112,95
4208063,0.23588724897512800,988.2171428571430,146,114,92
4208063,0.23588724897512800,988.2171428571430,146,114,92
4208996,0.2375972704851250,990.2257142857140,161,115,94
4208996,0.2375972704851250,990.2257142857140,161,115,94
4209813,0.2421452498147520,993.2385714285710,140,116,94
4209813,0.2421452498147520,993.2385714285710,140,116,94
4211096,0.2421452498147520,991.2300000000000,134,118,94
4211096,0.2421452498147520,991.2300000000000,134,118,94
4212263,0.23185124486632500,993.2385714285710,142,119,94
4212263,0.23185124486632500,993.2385714285710,142,119,94
4212730,0.23687167864078200,996.2514285714290,131,119,93
4212730,0.23687167864078200,996.2514285714290,131,119,93
4213513,0.23852808648246100,995.2471428571430,127,120,93
4213513,0.23852808648246100,995.2471428571430,127,120,93
4213746,0.2362471361636630,995.2471428571430,147,120,94
4213746,0.2362471361636630,995.2471428571430,147,120,94
4214213,0.2362471361636630,995.2471428571430,143,120,94
4214213,0.2362471361636630,995.2471428571430,143,120,94
4215030,0.2324337131791280,990.2257142857140,153,120,94
4215030,0.2324337131791280,990.2257142857140,153,120,94
4215496,0.23273757871528700,993.2385714285710,145,120,93
4215496,0.23273757871528700,993.2385714285710,145,120,93
4216313,0.23273757871528700,993.2385714285710,154,120,95
4216313,0.23273757871528700,993.2385714285710,154,120,95
4216780,0.23358380370650000,991.2300000000000,138,120,93
4216780,0.23358380370650000,991.2300000000000,138,120,93
4217463,0.23358380370650000,991.2300000000000,145,120,94
4217463,0.23358380370650000,991.2300000000000,145,120,94
4218713,0.2367790940075530,996.2514285714290,170,120,94
4218713,0.2367790940075530,996.2514285714290,170,120,94
4220213,0.24264505724654200,1004.2857142857100,160,120,95
4220213,0.24264505724654200,1004.2857142857100,160,120,95
4221014,0.24832923298709500,1005.29,147,119,95
4221014,0.24832923298709500,1005.29,147,119,95
4221247,0.24409419995422500,1005.29,134,119,94
4221247,0.24409419995422500,1005.29,134,119,94
4222297,0.24260758166491800,1008.3028571428600,154,118,95
4222297,0.24260758166491800,1008.3028571428600,154,118,95
4222763,0.2467788778827440,1011.3157142857100,169,118,96
4222763,0.2467788778827440,1011.3157142857100,169,118,96
4223463,0.25263458714302800,1011.3157142857100,162,118,95
4223463,0.25263458714302800,1011.3157142857100,162,118,95
4223813,0.25263458714302800,1011.3157142857100,153,118,95
4223813,0.25263458714302800,1011.3157142857100,153,118,95
4224747,0.2604216333021640,1009.3071428571400,163,117,96
4224747,0.2604216333021640,1009.3071428571400,163,117,96
4225081,0.2579046852691380,1001.2728571428600,155,116,95
4225081,0.2579046852691380,1001.2728571428600,155,116,95
4226230,0.2579046852691380,996.2514285714290,178,116,93
4226230,0.2579046852691380,996.2514285714290,178,116,93
4227514,0.26228159348177400,990.2257142857140,174,115,93
4227514,0.26228159348177400,990.2257142857140,174,115,93
4230047,0.2609239843752660,991.2300000000000,174,114,94
4230047,0.2609239843752660,991.2300000000000,174,114,94
4231514,0.26340172824947500,986.2085714285710,166,113,93
4231514,0.26340172824947500,986.2085714285710,166,113,93
4232214,0.259695983389777,981.1871428571430,187,114,94
4232214,0.259695983389777,981.1871428571430,187,114,94
4233481,0.26278763128520500,982.1914285714290,183,114,92
4233481,0.26278763128520500,982.1914285714290,183,114,92
4233947,0.2655132446957430,980.1828571428570,191,114,93
4233947,0.2655132446957430,980.1828571428570,191,114,93
4234764,0.2658217757910960,980.1828571428570,178,114,91
4234764,0.2658217757910960,980.1828571428570,178,114,91
4235231,0.2654505183150250,975.1614285714290,175,114,92
4235231,0.2654505183150250,975.1614285714290,175,114,92
4236031,0.26955026791913700,970.14,176,115,91
4236031,0.26955026791913700,970.14,176,115,91
4236731,0.2670797582650200,970.14,187,116,92
4236731,0.2670797582650200,970.14,187,116,92
4237431,0.25658398767824600,968.1314285714290,166,117,91
4237431,0.25658398767824600,968.1314285714290,166,117,91
4238014,0.2510376413332590,968.1314285714290,174,118,93
4238014,0.2510376413332590,968.1314285714290,174,118,93
4238698,0.25501532776134400,972.1485714285710,174,119,92
4238698,0.25501532776134400,972.1485714285710,174,119,92
4239249,0.24664380399298100,976.1657142857140,175,119,93
4239249,0.24664380399298100,976.1657142857140,175,119,93
4239948,0.24664380399298100,976.1657142857140,155,120,91
4239948,0.24664380399298100,976.1657142857140,155,120,91
4240531,0.2467385618023380,976.1657142857140,165,120,94
4240531,0.2467385618023380,976.1657142857140,165,120,94
4241231,0.2456794745830890,976.1657142857140,150,120,91
4241231,0.2456794745830890,976.1657142857140,150,120,91
4241698,0.2456794745830890,976.1657142857140,110,121,91
4241698,0.2456794745830890,976.1657142857140,110,121,91
4242748,0.2438604545416170,971.1442857142860,120,121,92
4242748,0.2438604545416170,971.1442857142860,120,121,92
4243431,0.24234644386374500,965.1185714285710,125,121,90
4243431,0.24234644386374500,965.1185714285710,125,121,90
4243781,0.24006030301743600,965.1185714285710,137,121,92
4243781,0.24006030301743600,965.1185714285710,137,121,92
4244714,0.24006030301743600,958.0885714285710,140,120,90
4244714,0.24006030301743600,958.0885714285710,140,120,90
4245181,0.24451509556466200,958.0885714285710,154,120,89
4245181,0.24451509556466200,958.0885714285710,154,120,89
4245998,0.24451509556466200,958.0885714285710,166,120,91
4245998,0.24451509556466200,958.0885714285710,166,120,91
4246566,0.24861226618765700,958.0885714285710,167,120,91
4246566,0.24861226618765700,958.0885714285710,167,120,91
4247498,0.24920767100079400,958.0885714285710,171,119,90
4247498,0.24920767100079400,958.0885714285710,171,119,90
4249015,0.2487777940134600,959.092857142857,153,118,90
4249015,0.2487777940134600,959.092857142857,153,118,90
4249248,0.25007263260677400,959.092857142857,157,118,90
4249248,0.25007263260677400,959.092857142857,157,118,90
4250281,0.2522066223612890,959.092857142857,147,117,91
4250281,0.2522066223612890,959.092857142857,147,117,91
4250515,0.2543940150583060,959.092857142857,172,117,92
4250515,0.2543940150583060,959.092857142857,172,117,92
4251198,0.2543940150583060,959.092857142857,137,117,87
4251198,0.2543940150583060,959.092857142857,137,117,87
4252482,0.2560285305620780,956.0800000000000,154,116,91
4252482,0.2560285305620780,956.0800000000000,154,116,91
4252948,0.2582307333985110,956.0800000000000,155,116,91
4252948,0.2582307333985110,956.0800000000000,155,116,91
4253998,0.2582307333985110,957.0842857142860,139,116,90
4253998,0.2582307333985110,957.0842857142860,139,116,90
4254782,0.25860173311255400,955.0757142857140,146,115,90
4254782,0.25860173311255400,955.0757142857140,146,115,90
4255015,0.25671968412299900,955.0757142857140,149,115,90
4255015,0.25671968412299900,955.0757142857140,149,115,90
4255915,0.25671968412299900,950.0542857142860,142,116,90
4255915,0.25671968412299900,950.0542857142860,142,116,90
4256466,0.2572100626771410,950.0542857142860,137,116,90
4256466,0.2572100626771410,950.0542857142860,137,116,90
4257165,0.25709998969514300,945.0328571428570,140,116,87
4257165,0.25709998969514300,945.0328571428570,140,116,87
4258432,0.25900299485444000,945.0328571428570,155,115,89
4258432,0.25900299485444000,945.0328571428570,155,115,89
4259248,0.25720498238284600,943.0242857142860,153,115,89
4259248,0.25720498238284600,943.0242857142860,153,115,89
4260182,0.25599410722144600,940.0114285714290,149,116,89
4260182,0.25599410722144600,940.0114285714290,149,116,89
4260525,0.2683595143785920,940.0114285714290,144,117,88
4260525,0.2683595143785920,940.0114285714290,144,117,88
4261215,0.2683595143785920,933.9857142857140,174,117,88
4261215,0.2683595143785920,933.9857142857140,174,117,88
4261682,0.26816133501498200,934.9900000000000,159,119,87
4261682,0.26816133501498200,934.9900000000000,159,119,87
4262465,0.26816133501498200,934.9900000000000,167,119,89
4262465,0.26816133501498200,934.9900000000000,167,119,89
4263732,0.2673822227732730,932.9814285714290,165,120,88
4263732,0.2673822227732730,932.9814285714290,165,120,88
4265249,0.26665564299531200,930.972857142857,170,122,88
4265249,0.26665564299531200,930.972857142857,170,122,88
4266182,0.2620219069444400,930.972857142857,163,122,87
